state,year,avg_temp,min_temp,max_temp,avg_wind,min_wind,max_wind,avg_humidity,min_humidity,max_humidity
Tennessee,2023,16.104383561643836,-6.2,36.8,10.314440639269407,0.0,44.1,70.9980593607306,19,100
Tennessee,2024,16.14282786885246,-19.0,36.6,11.116564207650272,0.0,38.6,71.61133879781421,15,100
Tennessee,2025,15.763464667596468,-13.9,35.7,12.341178521617852,0.0,47.2,71.54759414225941,14,100
Texas,2020,13.38525641025641,3.2,24.0,17.057371794871795,1.1,32.4,72.01602564102564,12,99
Texas,2021,19.956278538812786,-13.2,36.5,13.169874429223745,0.4,46.8,71.47899543378995,15,100
Texas,2022,20.502819634703197,-10.3,41.3,13.897739726027396,0.4,56.0,62.75753424657534,9,100
Texas,2023,21.278230593607304,-2.5,42.0,13.12554794520548,0.0,37.1,65.0986301369863,16,100
Texas,2024,21.073861566484517,-9.1,39.3,12.678950364298725,0.4,42.5,68.88695355191257,13,100
Texas,2025,20.58198512319851,-7.9,36.3,11.024384007438401,0.0,46.3,68.97896327289632,12,100
Utah,2020,-3.6086538461538464,-10.8,4.6,4.079487179487179,0.4,14.1,62.967948717948715,33,92
Utah,2021,12.000753424657535,-14.4,39.0,7.349018264840183,0.0,39.5,47.66141552511416,3,100
Utah,2022,11.3525799086758,-13.8,38.7,7.438230593607306,0.0,44.4,45.66301369863014,3,100
Utah,2023,10.610559360730594,-14.4,40.8,6.760936073059361,0.0,41.1,54.082191780821915,4,100
Utah,2024,11.63167122040073,-13.4,39.4,6.988342440801457,0.0,46.7,52.71072404371585,4,100
Utah,2025,12.062749883774988,-16.5,38.8,5.726592282659228,0.0,34.4,52.573570432357045,3,100
Vermont,2020,-3.9653846153846155,-12.6,11.1,14.872115384615386,6.0,29.9,70.65705128205128,28,100
Vermont,2021,5.45244292237443,-22.8,29.5,10.018287671232876,0.4,31.5,77.25730593607305,11,100
Vermont,2022,5.260730593607306,-30.5,29.4,10.633070776255707,0.0,31.9,73.10388127853881,16,100
Vermont,2023,5.70865296803653,-33.6,29.6,9.836050228310503,0.0,33.7,78.73344748858447,18,100
Vermont,2024,5.938490437158469,-24.5,30.8,10.343476775956285,0.0,33.5,76.70662568306011,18,100
Vermont,2025,4.860907717340772,-25.2,30.1,11.405863551836356,0.0,39.6,74.99453742445374,20,100
Virginia,2020,2.7294871794871796,-7.3,14.2,10.897115384615384,0.0,21.0,62.49038461538461,34,100
Virginia,2021,15.253995433789955,-8.2,37.0,9.121175799086759,0.0,28.6,66.53573059360731,15,100
Virginia,2022,14.757762557077626,-14.2,37.2,9.60601598173516,0.0,36.7,65.91940639269406,13,100
Virginia,2023,15.406643835616439,-8.2,38.0,9.242374429223744,0.0,32.9,65.94292237442923,13,100
Virginia,2024,15.176286429872496,-8.8,36.2,9.19308970856102,0.0,40.1,69.53973132969034,15,100
Virginia,2025,14.693613435611343,-12.6,37.2,10.00159809390981,0.0,40.7,65.95217340771734,13,100
Washington,2020,-0.7958333333333334,-4.5,3.7,10.45224358974359,1.5,23.4,86.79807692307692,62,100
Washington,2021,7.069680365296803,-12.5,39.9,8.285799086757992,0.0,29.5,81.62979452054795,17,100
Washington,2022,6.974246575342466,-16.9,35.5,8.200365296803653,0.0,32.8,79.03196347031964,16,100
Washington,2023,7.325559360730594,-14.1,35.0,9.08609589041096,0.0,32.2,79.5670091324201,16,100
Washington,2024,7.022700364298725,-21.1,33.5,9.4533014571949,0.0,38.9,81.35701275045537,20,100
Washington,2025,7.687581357508136,-17.6,32.9,8.270682240818223,0.0,33.8,80.15481171548117,19,100
West Virginia,2020,0.9221153846153846,-13.6,11.9,13.691025641025643,4.4,26.3,65.73717948717949,42,100
West Virginia,2021,13.066369863013698,-13.8,33.4,10.058150684931507,0.0,33.2,71.424200913242,15,100
West Virginia,2022,12.511301369863014,-19.4,32.8,10.838892694063926,0.0,34.5,69.97865296803653,11,100
West Virginia,2023,13.31642694063927,-9.3,32.7,10.19599315068493,0.0,48.8,70.14246575342466,10,100
West Virginia,2024,13.98417577413479,-15.3,34.5,10.54141621129326,0.0,51.6,68.98212659380692,19,100
West Virginia,2025,12.881520223152023,-25.6,34.5,10.900122036262204,0.0,37.5,69.51615527661552,9,100
Wisconsin,2020,-6.886217948717949,-15.6,-2.1,13.647756410256411,2.7,27.2,73.24679487179488,31,93
Wisconsin,2021,8.502317351598174,-28.2,33.6,12.851529680365296,0.0,45.2,70.40353881278538,19,100
Wisconsin,2022,6.885844748858448,-28.5,33.5,14.175730593607305,0.0,42.5,70.72420091324202,15,100
Wisconsin,2023,8.766609589041096,-26.2,35.2,12.817454337899543,0.4,37.2,69.91232876712328,14,100
Wisconsin,2024,9.124453551912568,-23.3,33.2,13.021755464480876,0.0,38.7,70.68340163934427,17,100
Wisconsin,2025,7.647791724779173,-27.6,33.3,13.563546025104603,0.0,44.7,71.91637610413761,16,100
Wyoming,2020,-10.21474358974359,-18.3,-4.2,19.192948717948717,3.8,35.5,75.0224358974359,55,98
Wyoming,2021,3.9723744292237444,-31.4,31.6,17.850684931506848,0.0,54.9,57.37180365296803,4,100
Wyoming,2022,3.068595890410959,-36.7,31.4,17.766324200913242,0.4,55.5,56.46837899543379,5,100
Wyoming,2023,2.3224657534246576,-31.2,30.7,16.699634703196345,0.0,55.5,64.45353881278538,8,100
Wyoming,2024,4.613194444444445,-37.9,30.8,16.50280054644809,0.0,49.5,54.85109289617486,5,100
Wyoming,2025,4.923791259879127,-27.7,30.8,15.055700836820083,0.0,56.7,56.68003254300326,5,100
